time_iso8601,stars_cumulative
2021-04-09 00:00:00+00:00,2890
2021-04-10 00:00:00+00:00,2893
2021-04-11 00:00:00+00:00,2902
2021-04-12 00:00:00+00:00,2910
2021-04-13 00:00:00+00:00,2912
2021-04-14 00:00:00+00:00,2916
2021-04-15 00:00:00+00:00,2918
2021-04-16 00:00:00+00:00,2920
2021-04-17 00:00:00+00:00,2922
2021-04-18 00:00:00+00:00,2924
2021-04-19 00:00:00+00:00,2926
2021-04-20 00:00:00+00:00,2930
2021-04-21 00:00:00+00:00,2934
2021-04-22 00:00:00+00:00,2936
2021-04-23 00:00:00+00:00,2939
2021-04-24 00:00:00+00:00,2940
2021-04-25 00:00:00+00:00,2944
2021-04-26 00:00:00+00:00,2953
2021-04-27 00:00:00+00:00,2960
2021-04-28 00:00:00+00:00,2963
2021-04-29 00:00:00+00:00,2966
2021-04-30 00:00:00+00:00,2967
2021-05-03 00:00:00+00:00,2968
2021-05-05 00:00:00+00:00,2970
2021-05-06 00:00:00+00:00,2971
2021-05-07 00:00:00+00:00,2972
2021-05-08 00:00:00+00:00,2973
2021-05-10 00:00:00+00:00,2976
2021-05-11 00:00:00+00:00,2979
2021-05-12 00:00:00+00:00,2983
2021-05-13 00:00:00+00:00,2986
2021-05-14 00:00:00+00:00,2987
2021-05-15 00:00:00+00:00,2989
2021-05-17 00:00:00+00:00,2990
2021-05-18 00:00:00+00:00,2993
2021-05-19 00:00:00+00:00,2998
2021-05-20 00:00:00+00:00,3000
2021-05-21 00:00:00+00:00,3001
2021-05-22 00:00:00+00:00,3002
2021-05-24 00:00:00+00:00,3006
2021-05-27 00:00:00+00:00,3013
2021-05-28 00:00:00+00:00,3015
2021-05-29 00:00:00+00:00,3017
2021-05-30 00:00:00+00:00,3018
2021-05-31 00:00:00+00:00,3023
2021-06-01 00:00:00+00:00,3025
2021-06-02 00:00:00+00:00,3028
2021-06-03 00:00:00+00:00,3036
2021-06-04 00:00:00+00:00,3040
2021-06-07 00:00:00+00:00,3041
2021-06-08 00:00:00+00:00,3043
2021-06-09 00:00:00+00:00,3045
2021-06-10 00:00:00+00:00,3046
2021-06-11 00:00:00+00:00,3049
2021-06-13 00:00:00+00:00,3050
2021-06-14 00:00:00+00:00,3051
2021-06-15 00:00:00+00:00,3053
2021-06-16 00:00:00+00:00,3055
2021-06-17 00:00:00+00:00,3056
2021-06-21 00:00:00+00:00,3058
2021-06-22 00:00:00+00:00,3059
2021-06-23 00:00:00+00:00,3060
2021-06-24 00:00:00+00:00,3065
2021-06-25 00:00:00+00:00,3092
2021-06-26 00:00:00+00:00,3100
2021-06-27 00:00:00+00:00,3103
2021-06-28 00:00:00+00:00,3107
2021-06-29 00:00:00+00:00,3109
2021-07-01 00:00:00+00:00,3114
2021-07-02 00:00:00+00:00,3119
2021-07-03 00:00:00+00:00,3121
2021-07-04 00:00:00+00:00,3122
2021-07-05 00:00:00+00:00,3125
2021-07-06 00:00:00+00:00,3127
2021-07-07 00:00:00+00:00,3130
2021-07-08 00:00:00+00:00,3136
2021-07-09 00:00:00+00:00,3138
2021-07-10 00:00:00+00:00,3139
2021-07-11 00:00:00+00:00,3142
2021-07-12 00:00:00+00:00,3174
2021-07-13 00:00:00+00:00,3187
2021-07-14 00:00:00+00:00,3197
2021-07-15 00:00:00+00:00,3208
2021-07-16 00:00:00+00:00,3223
2021-07-17 00:00:00+00:00,3227
2021-07-18 00:00:00+00:00,3234
2021-07-19 00:00:00+00:00,3256
2021-07-20 00:00:00+00:00,3272
2021-07-21 00:00:00+00:00,3286
2021-07-22 00:00:00+00:00,3293
2021-07-23 00:00:00+00:00,3297
2021-07-24 00:00:00+00:00,3300
2021-07-25 00:00:00+00:00,3301
2021-07-26 00:00:00+00:00,3306
2021-07-27 00:00:00+00:00,3312
2021-07-28 00:00:00+00:00,3320
2021-07-29 00:00:00+00:00,3322
2021-07-30 00:00:00+00:00,3327
2021-08-01 00:00:00+00:00,3329
2021-08-02 00:00:00+00:00,3334
2021-08-04 00:00:00+00:00,3339
2021-08-05 00:00:00+00:00,3341
2021-08-06 00:00:00+00:00,3343
2021-08-07 00:00:00+00:00,3345
2021-08-08 00:00:00+00:00,3346
2021-08-09 00:00:00+00:00,3351
2021-08-10 00:00:00+00:00,3355
2021-08-11 00:00:00+00:00,3357
2021-08-12 00:00:00+00:00,3360
2021-08-13 00:00:00+00:00,3364
2021-08-14 00:00:00+00:00,3369
2021-08-15 00:00:00+00:00,3370
2021-08-16 00:00:00+00:00,3375
2021-08-17 00:00:00+00:00,3378
2021-08-18 00:00:00+00:00,3386
2021-08-19 00:00:00+00:00,3391
2021-08-20 00:00:00+00:00,3393
2021-08-22 00:00:00+00:00,3394
2021-08-23 00:00:00+00:00,3399
2021-08-24 00:00:00+00:00,3401
2021-08-25 00:00:00+00:00,3404
2021-08-26 00:00:00+00:00,3407
2021-08-27 00:00:00+00:00,3413
2021-08-28 00:00:00+00:00,3417
2021-08-30 00:00:00+00:00,3423
2021-08-31 00:00:00+00:00,3433
2021-09-01 00:00:00+00:00,3437
2021-09-02 00:00:00+00:00,3448
2021-09-03 00:00:00+00:00,3458
2021-09-04 00:00:00+00:00,3461
2021-09-05 00:00:00+00:00,3462
2021-09-06 00:00:00+00:00,3463
2021-09-07 00:00:00+00:00,3464
2021-09-08 00:00:00+00:00,3465
2021-09-09 00:00:00+00:00,3466
2021-09-10 00:00:00+00:00,3469
2021-09-12 00:00:00+00:00,3471
2021-09-13 00:00:00+00:00,3475
2021-09-14 00:00:00+00:00,3477
2021-09-15 00:00:00+00:00,3485
2021-09-16 00:00:00+00:00,3489
2021-09-17 00:00:00+00:00,3490
2021-09-18 00:00:00+00:00,3492
2021-09-19 00:00:00+00:00,3493
2021-09-20 00:00:00+00:00,3494
2021-09-22 00:00:00+00:00,3496
2021-09-23 00:00:00+00:00,3497
2021-09-24 00:00:00+00:00,3502
2021-09-25 00:00:00+00:00,3503
2021-09-26 00:00:00+00:00,3507
2021-09-27 00:00:00+00:00,3509
2021-09-28 00:00:00+00:00,3512
2021-09-29 00:00:00+00:00,3516
2021-09-30 00:00:00+00:00,3518
2021-10-02 00:00:00+00:00,3519
2021-10-03 00:00:00+00:00,3521
2021-10-05 00:00:00+00:00,3522
2021-10-06 00:00:00+00:00,3523
2021-10-07 00:00:00+00:00,3525
2021-10-08 00:00:00+00:00,3528
2021-10-09 00:00:00+00:00,3533
2021-10-10 00:00:00+00:00,3535
2021-10-11 00:00:00+00:00,3538
2021-10-12 00:00:00+00:00,3543
2021-10-13 00:00:00+00:00,3547
2021-10-14 00:00:00+00:00,3550
2021-10-15 00:00:00+00:00,3553
2021-10-16 00:00:00+00:00,3555
2021-10-17 00:00:00+00:00,3558
2021-10-19 00:00:00+00:00,3561
2021-10-20 00:00:00+00:00,3563
2021-10-21 00:00:00+00:00,3566
2021-10-22 00:00:00+00:00,3567
2021-10-23 00:00:00+00:00,3569
2021-10-24 00:00:00+00:00,3572
2021-10-25 00:00:00+00:00,3575
2021-10-26 00:00:00+00:00,3578
2021-10-27 00:00:00+00:00,3581
2021-10-28 00:00:00+00:00,3584
2021-10-29 00:00:00+00:00,3590
2021-10-30 00:00:00+00:00,3591
2021-11-01 00:00:00+00:00,3595
2021-11-02 00:00:00+00:00,3597
2021-11-03 00:00:00+00:00,3599
2021-11-04 00:00:00+00:00,3606
2021-11-05 00:00:00+00:00,3607
2021-11-06 00:00:00+00:00,3611
2021-11-08 00:00:00+00:00,3615
2021-11-09 00:00:00+00:00,3619
2021-11-10 00:00:00+00:00,3622
2021-11-11 00:00:00+00:00,3625
2021-11-12 00:00:00+00:00,3627
2021-11-14 00:00:00+00:00,3628
2021-11-15 00:00:00+00:00,3633
2021-11-16 00:00:00+00:00,3638
2021-11-17 00:00:00+00:00,3642
2021-11-19 00:00:00+00:00,3646
2021-11-20 00:00:00+00:00,3666
2021-11-21 00:00:00+00:00,3684
2021-11-22 00:00:00+00:00,3689
2021-11-23 00:00:00+00:00,3692
2021-11-24 00:00:00+00:00,3697
2021-11-25 00:00:00+00:00,3701
2021-11-26 00:00:00+00:00,3702
2021-11-28 00:00:00+00:00,3706
2021-11-29 00:00:00+00:00,3710
2021-11-30 00:00:00+00:00,3716
2021-12-01 00:00:00+00:00,3721
2021-12-02 00:00:00+00:00,3724
2021-12-03 00:00:00+00:00,3726
2021-12-04 00:00:00+00:00,3728
2021-12-06 00:00:00+00:00,3729
2021-12-07 00:00:00+00:00,3735
2021-12-08 00:00:00+00:00,3739
2021-12-09 00:00:00+00:00,3747
2021-12-10 00:00:00+00:00,3750
2021-12-11 00:00:00+00:00,3753
2021-12-12 00:00:00+00:00,3754
2021-12-13 00:00:00+00:00,3758
2021-12-14 00:00:00+00:00,3761
2021-12-15 00:00:00+00:00,3764
2021-12-17 00:00:00+00:00,3768
2021-12-18 00:00:00+00:00,3769
2021-12-19 00:00:00+00:00,3772
2021-12-20 00:00:00+00:00,3777
2021-12-21 00:00:00+00:00,3780
2021-12-22 00:00:00+00:00,3782
2021-12-23 00:00:00+00:00,3789
2021-12-24 00:00:00+00:00,3793
2021-12-25 00:00:00+00:00,3796
2021-12-27 00:00:00+00:00,3801
2021-12-28 00:00:00+00:00,3811
2021-12-29 00:00:00+00:00,3816
2021-12-30 00:00:00+00:00,3820
2021-12-31 00:00:00+00:00,3825
2022-01-01 00:00:00+00:00,3828
2022-01-03 00:00:00+00:00,3829
2022-01-04 00:00:00+00:00,3830
2022-01-05 00:00:00+00:00,3837
2022-01-06 00:00:00+00:00,3842
2022-01-07 00:00:00+00:00,3843
2022-01-09 00:00:00+00:00,3845
2022-01-10 00:00:00+00:00,3854
2022-01-11 00:00:00+00:00,3860
2022-01-12 00:00:00+00:00,3867
2022-01-13 00:00:00+00:00,3871
2022-01-14 00:00:00+00:00,3875
2022-01-15 00:00:00+00:00,3876
2022-01-16 00:00:00+00:00,3877
2022-01-17 00:00:00+00:00,3882
2022-01-18 00:00:00+00:00,3891
2022-01-19 00:00:00+00:00,3895
2022-01-20 00:00:00+00:00,3898
2022-01-21 00:00:00+00:00,3905
2022-01-22 00:00:00+00:00,3907
2022-01-24 00:00:00+00:00,3922
2022-01-25 00:00:00+00:00,3926
2022-01-26 00:00:00+00:00,3932
2022-01-27 00:00:00+00:00,3937
2022-01-28 00:00:00+00:00,3941
2022-01-29 00:00:00+00:00,3943
2022-01-31 00:00:00+00:00,3944
2022-02-03 00:00:00+00:00,3946
2022-02-04 00:00:00+00:00,3947
2022-02-05 00:00:00+00:00,3948
2022-02-06 00:00:00+00:00,3949
2022-02-07 00:00:00+00:00,3950
2022-02-08 00:00:00+00:00,3954
2022-02-09 00:00:00+00:00,3956
2022-02-10 00:00:00+00:00,3962
2022-02-11 00:00:00+00:00,3967
2022-02-12 00:00:00+00:00,3969
2022-02-14 00:00:00+00:00,3972
2022-02-15 00:00:00+00:00,3975
2022-02-17 00:00:00+00:00,3979
2022-02-18 00:00:00+00:00,3981
2022-02-19 00:00:00+00:00,3982
2022-02-21 00:00:00+00:00,3990
2022-02-22 00:00:00+00:00,3994
2022-02-23 00:00:00+00:00,3999
2022-02-24 00:00:00+00:00,4005
2022-02-25 00:00:00+00:00,4007
2022-02-26 00:00:00+00:00,4008
2022-02-27 00:00:00+00:00,4010
2022-02-28 00:00:00+00:00,4011
2022-03-01 00:00:00+00:00,4013
2022-03-02 00:00:00+00:00,4014
2022-03-03 00:00:00+00:00,4018
2022-03-04 00:00:00+00:00,4019
2022-03-05 00:00:00+00:00,4020
2022-03-06 00:00:00+00:00,4021
2022-03-07 00:00:00+00:00,4024
2022-03-08 00:00:00+00:00,4028
2022-03-09 00:00:00+00:00,4031
2022-03-10 00:00:00+00:00,4033
2022-03-11 00:00:00+00:00,4040
2022-03-12 00:00:00+00:00,4041
2022-03-13 00:00:00+00:00,4046
2022-03-14 00:00:00+00:00,4048
2022-03-15 00:00:00+00:00,4054
2022-03-16 00:00:00+00:00,4057
2022-03-17 00:00:00+00:00,4063
2022-03-18 00:00:00+00:00,4067
2022-03-19 00:00:00+00:00,4071
2022-03-20 00:00:00+00:00,4074
2022-03-21 00:00:00+00:00,4079
2022-03-22 00:00:00+00:00,4081
2022-03-23 00:00:00+00:00,4084
2022-03-24 00:00:00+00:00,4092
2022-03-25 00:00:00+00:00,4093
2022-03-26 00:00:00+00:00,4094
2022-03-27 00:00:00+00:00,4098
2022-03-28 00:00:00+00:00,4102
2022-03-29 00:00:00+00:00,4104
2022-03-30 00:00:00+00:00,4108
2022-03-31 00:00:00+00:00,4111
2022-04-01 00:00:00+00:00,4114
2022-04-03 00:00:00+00:00,4116
2022-04-05 00:00:00+00:00,4120
2022-04-06 00:00:00+00:00,4124
2022-04-07 00:00:00+00:00,4129
2022-04-08 00:00:00+00:00,4135
2022-04-09 00:00:00+00:00,4139
2022-04-10 00:00:00+00:00,4142
2022-04-11 00:00:00+00:00,4145
2022-04-12 00:00:00+00:00,4151
2022-04-13 00:00:00+00:00,4153
2022-04-14 00:00:00+00:00,4155
2022-04-15 00:00:00+00:00,4162
2022-04-16 00:00:00+00:00,4167
2022-04-17 00:00:00+00:00,4169
2022-04-18 00:00:00+00:00,4173
2022-04-19 00:00:00+00:00,4175
2022-04-20 00:00:00+00:00,4180
2022-04-21 00:00:00+00:00,4183
2022-04-22 00:00:00+00:00,4185
2022-04-23 00:00:00+00:00,4189
2022-04-24 00:00:00+00:00,4194
2022-04-25 00:00:00+00:00,4195
2022-04-26 00:00:00+00:00,4203
2022-04-27 00:00:00+00:00,4206
2022-04-28 00:00:00+00:00,4211
2022-04-29 00:00:00+00:00,4212
2022-05-01 00:00:00+00:00,4213
2022-05-02 00:00:00+00:00,4214
2022-05-03 00:00:00+00:00,4216
2022-05-04 00:00:00+00:00,4217
2022-05-05 00:00:00+00:00,4219
2022-05-06 00:00:00+00:00,4223
2022-05-07 00:00:00+00:00,4225
2022-05-08 00:00:00+00:00,4226
2022-05-09 00:00:00+00:00,4231
2022-05-10 00:00:00+00:00,4234
2022-05-11 00:00:00+00:00,4239
2022-05-12 00:00:00+00:00,4247
2022-05-13 00:00:00+00:00,4253
2022-05-14 00:00:00+00:00,4254
2022-05-15 00:00:00+00:00,4256
2022-05-16 00:00:00+00:00,4258
2022-05-17 00:00:00+00:00,4262
2022-05-18 00:00:00+00:00,4267
2022-05-19 00:00:00+00:00,4269
2022-05-20 00:00:00+00:00,4276
2022-05-21 00:00:00+00:00,4279
2022-05-22 00:00:00+00:00,4284
2022-05-23 00:00:00+00:00,4285
2022-05-24 00:00:00+00:00,4293
2022-05-25 00:00:00+00:00,4299
2022-05-26 00:00:00+00:00,4303
2022-05-27 00:00:00+00:00,4310
2022-05-28 00:00:00+00:00,4312
2022-05-30 00:00:00+00:00,4315
2022-05-31 00:00:00+00:00,4319
2022-06-01 00:00:00+00:00,4321
2022-06-02 00:00:00+00:00,4324
2022-06-03 00:00:00+00:00,4326
2022-06-05 00:00:00+00:00,4329
2022-06-06 00:00:00+00:00,4337
2022-06-07 00:00:00+00:00,4343
2022-06-08 00:00:00+00:00,4357
2022-06-09 00:00:00+00:00,4359
2022-06-10 00:00:00+00:00,4365
2022-06-11 00:00:00+00:00,4371
2022-06-12 00:00:00+00:00,4372
2022-06-13 00:00:00+00:00,4378
2022-06-14 00:00:00+00:00,4386
2022-06-15 00:00:00+00:00,4390
2022-06-16 00:00:00+00:00,4396
2022-06-17 00:00:00+00:00,4399
2022-06-18 00:00:00+00:00,4400
2022-06-19 00:00:00+00:00,4402
2022-06-20 00:00:00+00:00,4403
2022-06-21 00:00:00+00:00,4408
2022-06-22 00:00:00+00:00,4410
2022-06-23 00:00:00+00:00,4416
2022-06-24 00:00:00+00:00,4420
2022-06-26 00:00:00+00:00,4421
2022-06-27 00:00:00+00:00,4423
2022-06-28 00:00:00+00:00,4427
2022-06-29 00:00:00+00:00,4430
2022-06-30 00:00:00+00:00,4434
2022-07-01 00:00:00+00:00,4437
2022-07-02 00:00:00+00:00,4440
2022-07-04 00:00:00+00:00,4442
2022-07-05 00:00:00+00:00,4447
2022-07-06 00:00:00+00:00,4453
2022-07-07 00:00:00+00:00,4455
2022-07-08 00:00:00+00:00,4460
2022-07-09 00:00:00+00:00,4464
2022-07-10 00:00:00+00:00,4465
2022-07-11 00:00:00+00:00,4469
2022-07-12 00:00:00+00:00,4472
2022-07-13 00:00:00+00:00,4474
2022-07-14 00:00:00+00:00,4475
2022-07-15 00:00:00+00:00,4480
2022-07-16 00:00:00+00:00,4488
2022-07-19 00:00:00+00:00,4491
2022-07-20 00:00:00+00:00,4492
2022-07-21 00:00:00+00:00,4495
2022-07-22 00:00:00+00:00,4500
2022-07-23 00:00:00+00:00,4501
2022-07-25 00:00:00+00:00,4505
2022-07-26 00:00:00+00:00,4510
2022-07-27 00:00:00+00:00,4512
2022-07-28 00:00:00+00:00,4517
2022-07-29 00:00:00+00:00,4527
2022-07-30 00:00:00+00:00,4528
2022-07-31 00:00:00+00:00,4534
2022-08-01 00:00:00+00:00,4537
2022-08-02 00:00:00+00:00,4539
2022-08-03 00:00:00+00:00,4543
2022-08-04 00:00:00+00:00,4545
2022-08-05 00:00:00+00:00,4550
2022-08-06 00:00:00+00:00,4551
2022-08-07 00:00:00+00:00,4553
2022-08-08 00:00:00+00:00,4558
2022-08-09 00:00:00+00:00,4566
2022-08-10 00:00:00+00:00,4568
2022-08-11 00:00:00+00:00,4570
2022-08-12 00:00:00+00:00,4574
2022-08-14 00:00:00+00:00,4575
2022-08-15 00:00:00+00:00,4580
2022-08-16 00:00:00+00:00,4586
2022-08-17 00:00:00+00:00,4591
2022-08-18 00:00:00+00:00,4592
2022-08-19 00:00:00+00:00,4595
2022-08-20 00:00:00+00:00,4596
2022-08-21 00:00:00+00:00,4597
2022-08-22 00:00:00+00:00,4600
2022-08-23 00:00:00+00:00,4605
2022-08-24 00:00:00+00:00,4607
2022-08-25 00:00:00+00:00,4610
2022-08-26 00:00:00+00:00,4615
2022-08-27 00:00:00+00:00,4617
2022-08-28 00:00:00+00:00,4618
2022-08-29 00:00:00+00:00,4619
2022-08-30 00:00:00+00:00,4622
2022-08-31 00:00:00+00:00,4623
2022-09-01 00:00:00+00:00,4626
2022-09-02 00:00:00+00:00,4629
2022-09-03 00:00:00+00:00,4631
2022-09-04 00:00:00+00:00,4632
2022-09-05 00:00:00+00:00,4634
2022-09-06 00:00:00+00:00,4636
2022-09-07 00:00:00+00:00,4638
2022-09-08 00:00:00+00:00,4644
2022-09-09 00:00:00+00:00,4650
2022-09-13 00:00:00+00:00,4654
2022-09-14 00:00:00+00:00,4657
2022-09-15 00:00:00+00:00,4659
2022-09-16 00:00:00+00:00,4660
2022-09-18 00:00:00+00:00,4662
2022-09-19 00:00:00+00:00,4665
2022-09-22 00:00:00+00:00,4667
2022-09-23 00:00:00+00:00,4670
2022-09-24 00:00:00+00:00,4673
2022-09-25 00:00:00+00:00,4677
2022-09-26 00:00:00+00:00,4678
2022-09-27 00:00:00+00:00,4685
2022-09-28 00:00:00+00:00,4691
2022-09-29 00:00:00+00:00,4692
2022-09-30 00:00:00+00:00,4697
2022-10-01 00:00:00+00:00,4698
2022-10-02 00:00:00+00:00,4699
2022-10-05 00:00:00+00:00,4701
2022-10-08 00:00:00+00:00,4702
2022-10-09 00:00:00+00:00,4708
2022-10-10 00:00:00+00:00,4710
2022-10-11 00:00:00+00:00,4713
2022-10-12 00:00:00+00:00,4714
2022-10-13 00:00:00+00:00,4717
2022-10-14 00:00:00+00:00,4720
2022-10-15 00:00:00+00:00,4722
2022-10-16 00:00:00+00:00,4724
2022-10-17 00:00:00+00:00,4726
2022-10-18 00:00:00+00:00,4731
2022-10-19 00:00:00+00:00,4734
2022-10-20 00:00:00+00:00,4739
2022-10-21 00:00:00+00:00,4746
2022-10-22 00:00:00+00:00,4749
2022-10-23 00:00:00+00:00,4750
2022-10-24 00:00:00+00:00,4753
2022-10-25 00:00:00+00:00,4754
2022-10-26 00:00:00+00:00,4756
2022-10-27 00:00:00+00:00,4759
2022-10-28 00:00:00+00:00,4760
2022-10-29 00:00:00+00:00,4762
2022-10-30 00:00:00+00:00,4763
2022-10-31 00:00:00+00:00,4767
2022-11-01 00:00:00+00:00,4768
2022-11-02 00:00:00+00:00,4775
2022-11-03 00:00:00+00:00,4779
2022-11-04 00:00:00+00:00,4785
2022-11-05 00:00:00+00:00,4786
2022-11-06 00:00:00+00:00,4789
2022-11-07 00:00:00+00:00,4792
2022-11-08 00:00:00+00:00,4796
2022-11-09 00:00:00+00:00,4799
2022-11-10 00:00:00+00:00,4801
2022-11-11 00:00:00+00:00,4803
2022-11-13 00:00:00+00:00,4806
2022-11-15 00:00:00+00:00,4808
2022-11-16 00:00:00+00:00,4812
2022-11-17 00:00:00+00:00,4815
2022-11-18 00:00:00+00:00,4821
2022-11-19 00:00:00+00:00,4823
2022-11-20 00:00:00+00:00,4827
2022-11-22 00:00:00+00:00,4835
2022-11-23 00:00:00+00:00,4841
2022-11-25 00:00:00+00:00,4846
2022-11-28 00:00:00+00:00,4848
2022-11-29 00:00:00+00:00,4854
2022-11-30 00:00:00+00:00,4858
2022-12-01 00:00:00+00:00,4860
2022-12-02 00:00:00+00:00,4861
2022-12-04 00:00:00+00:00,4862
2022-12-05 00:00:00+00:00,4864
2022-12-06 00:00:00+00:00,4868
2022-12-07 00:00:00+00:00,4874
2022-12-08 00:00:00+00:00,4876
2022-12-09 00:00:00+00:00,4878
2022-12-10 00:00:00+00:00,4879
2022-12-11 00:00:00+00:00,4880
2022-12-12 00:00:00+00:00,4881
2022-12-13 00:00:00+00:00,4883
2022-12-14 00:00:00+00:00,4886
2022-12-15 00:00:00+00:00,4892
2022-12-16 00:00:00+00:00,4898
2022-12-17 00:00:00+00:00,4899
2022-12-19 00:00:00+00:00,4901
2022-12-20 00:00:00+00:00,4902
2022-12-21 00:00:00+00:00,4907
2022-12-22 00:00:00+00:00,4910
2022-12-24 00:00:00+00:00,4911
2022-12-25 00:00:00+00:00,4912
2022-12-26 00:00:00+00:00,4915
2022-12-27 00:00:00+00:00,4917
2022-12-28 00:00:00+00:00,4923
2022-12-29 00:00:00+00:00,4925
2022-12-30 00:00:00+00:00,4929
2023-01-02 00:00:00+00:00,4930
2023-01-03 00:00:00+00:00,4938
2023-01-04 00:00:00+00:00,4941
2023-01-05 00:00:00+00:00,4944
2023-01-06 00:00:00+00:00,4949
2023-01-07 00:00:00+00:00,4950
2023-01-08 00:00:00+00:00,4951
2023-01-09 00:00:00+00:00,4953
2023-01-12 00:00:00+00:00,4955
2023-01-13 00:00:00+00:00,4960
2023-01-15 00:00:00+00:00,4963
2023-01-16 00:00:00+00:00,4964
2023-01-17 00:00:00+00:00,4969
2023-01-18 00:00:00+00:00,4971
2023-01-19 00:00:00+00:00,4972
2023-01-21 00:00:00+00:00,4973
2023-01-23 00:00:00+00:00,4974
2023-01-24 00:00:00+00:00,4975
2023-01-25 00:00:00+00:00,4976
2023-01-26 00:00:00+00:00,4977
2023-01-27 00:00:00+00:00,4978
2023-01-28 00:00:00+00:00,4980
2023-01-29 00:00:00+00:00,4981
2023-01-30 00:00:00+00:00,4983
